#Table1
u,g,r,i,z,redshift
18.381,17.07397,16.38552,15.95241,15.67725,0.057577
19.12088,17.98997,17.65933,17.4601,17.41951,0.04020718
18.98493,18.07521,17.75717,17.47159,17.35234,0.06929749
18.80995,17.45709,16.80987,16.47145,16.25342,0.0730024
20.08088,18.43829,17.54244,17.07136,16.7049,0.07596699
17.64353,16.18934,15.4485,15.04669,14.78,0.07525416
19.88891,17.99584,17.11546,16.71205,16.40407,0.06954867
19.23242,17.50479,16.69539,16.26644,15.9671,0.07626165
19.86828,18.28416,17.42082,16.92272,16.55209,0.07223376
19.85433,18.39996,17.65055,17.27605,17.02703,0.07073788
19.33817,17.496,16.59026,16.19756,15.88025,0.07496322
20.28012,18.32691,17.43622,17.02987,16.7318,0.07286148
19.55395,17.54673,16.57443,16.13103,15.77024,0.07474677
19.4944,17.54192,16.61114,16.17352,15.83358,0.0732161
18.36729,17.19338,16.68299,16.38065,16.16191,0.03967798
20.46827,18.46553,17.54947,17.12275,16.79422,0.07331392
18.68817,17.20295,16.3088,15.84517,15.49629,0.07564896
20.37374,18.4805,17.59045,17.19507,16.83106,0.0771725
18.47312,16.51739,15.5843,15.14136,14.82757,0.07272039
17.61593,16.44144,15.95024,15.66484,15.48072,0.03036951
18.12417,17.0842,16.6147,16.27444,16.16802,0.07139057
20.33371,18.38041,17.46106,17.03213,16.70131,0.0727281
19.76761,17.92418,17.04551,16.64756,16.35686,0.07345499
19.93214,18.24201,17.35016,16.96124,16.6484,0.07443976
20.3563,18.58143,17.68857,17.27344,16.95743,0.07438431
20.0077,18.26708,17.39392,17.01269,16.74957,0.0750413
18.49814,16.59104,15.60435,15.10856,14.72823,0.07031431
19.8113,18.10251,17.26426,16.78637,16.43253,0.07407503
20.05569,18.22688,17.3368,16.93289,16.64036,0.07508893
18.67563,17.66613,17.30591,17.08595,16.96804,0.04282538
18.0292,16.6509,16.12347,15.83811,15.63801,0.044612
18.89308,17.91433,17.68352,17.50684,17.39718,0.04237309
18.99708,17.5616,16.91179,16.53033,16.29783,0.06701858
18.69011,17.07743,16.32264,15.91039,15.5913,0.0668507
19.55198,18.34958,17.80211,17.46595,17.22855,0.08257104
18.94785,17.71027,17.1255,16.76744,16.55822,0.0779141
20.0807,18.4029,17.5875,17.12112,16.81309,0.08746631
19.04568,18.12431,17.76687,17.47581,17.33773,0.08395754
19.63268,18.30398,17.70592,17.34759,17.13073,0.08437916
19.08014,18.08896,17.56369,17.16841,17.05748,0.08630669
18.86539,18.73119,17.77896,17.7882,17.73973,0.03122913
20.06712,18.53485,17.73692,17.29201,16.9398,0.08501817
19.03323,17.60569,16.86179,16.42779,16.1592,0.08557927
20.50912,18.63595,17.7568,17.3601,17.05426,0.08585283
18.4053,16.96963,16.23123,15.81322,15.53573,0.07000481
19.09844,17.92404,17.37157,16.99574,16.86092,0.07871037
18.47691,17.16413,16.43286,15.99206,15.72496,0.08623647
20.05272,18.15619,17.2211,16.7851,16.47936,0.08739173
19.26908,17.97494,17.54478,17.24787,17.1032,0.06580046
18.37604,17.28358,16.84401,16.52586,16.40749,0.07325618
19.48552,18.30107,17.81579,17.50597,17.46973,0.03542913
20.03458,18.15636,17.2305,16.71992,16.33174,0.07235873
20.84242,18.54163,17.62889,17.16023,16.84999,0.08915377
18.11467,16.99799,16.59899,16.3277,16.19096,0.05401507
19.87376,18.26213,17.41369,17.01694,16.75869,0.08835216
18.46958,17.21156,16.72892,16.44373,16.31273,0.03893944
19.41142,18.18169,17.63133,17.27502,17.08216,0.05155498
19.36857,17.84758,17.27941,16.94006,16.87779,0.03930969
20.08782,18.33456,17.54731,17.1101,16.87873,0.07300002
25.08835,21.42672,21.24313,19.8023,18.90404,0.07248574
18.68468,17.45174,16.94289,16.62342,16.46678,0.07326899
18.92773,17.50743,17.03599,16.7292,16.61961,0.04988032
19.50209,18.29842,17.79409,17.50115,17.34944,0.07243982
18.75906,17.56383,17.08627,16.84182,16.70436,0.07238275
18.51057,16.89459,16.2184,15.84894,15.58211,0.05409576
18.97078,17.98908,17.76875,17.58968,17.4608,0.03662616
20.08217,18.24642,17.29555,16.79951,16.4461,0.07201862
19.149,17.90026,17.29807,16.9088,16.69168,0.07197922
19.1943,17.16247,16.16955,15.69167,15.32145,0.07200523
19.39941,17.99764,17.25103,16.83345,16.53968,0.08808842
19.87574,18.01748,17.14612,16.71418,16.39141,0.07160243
18.88618,17.66549,17.09694,16.72708,16.56451,0.0826645
19.77057,18.1056,17.25937,16.75829,16.40429,0.07343662
17.23539,15.68065,14.80161,14.33601,13.99569,0.05258921
17.82727,16.28417,15.45028,14.97922,14.64073,0.0715643
18.64376,16.75514,15.87734,15.45431,15.12937,0.05289865
19.77199,18.52629,17.93727,17.55484,17.33319,0.07353737
20.24928,18.31171,17.37623,16.87365,16.53318,0.05501502
17.8945,16.03271,15.18987,14.7892,14.48806,0.05804222
17.91,16.68374,16.18896,15.8462,15.62088,0.0375066
18.14144,16.75506,16.15368,15.81689,15.57639,0.03916468
18.9345,17.77876,17.33434,17.02274,16.88413,0.07507495
20.58239,18.73926,17.90652,17.50281,17.15221,0.05033481
18.72639,16.82728,15.89496,15.43832,15.08143,0.07660513
20.0529,18.25649,17.40589,16.98661,16.68352,0.0769085
20.11535,17.98308,17.00538,16.55394,16.17895,0.08163816
20.37661,18.4481,17.51831,17.10289,16.78435,0.08149504
18.863,17.75548,17.33447,17.05274,16.8499,0.03743947
19.03342,17.70023,17.07712,16.69221,16.46772,0.08454683
19.03009,18.40809,18.31355,17.77668,17.99862,0.08188514
19.53348,17.66007,16.70403,16.19768,15.87188,0.07682261
20.4759,18.44817,17.44991,16.95245,16.60402,0.07601556
18.62709,17.46629,16.91657,16.52501,16.35361,0.07583715
17.93806,16.02656,15.09312,14.67406,14.33487,0.04986536
19.84877,18.15311,17.32567,16.79096,16.41556,0.08075994
16.96561,15.2339,14.36874,13.9055,13.52591,0.0496016
18.16862,16.85185,16.25744,15.87204,15.6704,0.08776899
20.78903,18.79703,17.8465,17.36884,16.99018,0.08192585
19.94943,18.17412,17.35439,16.94811,16.68865,0.06255924
19.31752,17.29049,16.28791,15.80834,15.42981,0.07940039
19.8122,17.74641,16.72654,16.25091,15.8879,0.08108133
19.11765,17.39344,16.49776,16.03168,15.67153,0.08028346
19.11725,17.26744,16.35764,15.89298,15.56152,0.08045691
20.56388,18.78695,17.80982,17.37179,17.02333,0.0873315
18.49902,16.66554,15.79436,15.40648,15.10277,0.08762822
18.57546,17.63185,17.29529,16.99111,16.94617,0.08800857
20.58838,18.44242,17.70999,17.24723,16.96827,0.05163772
18.65633,17.30268,16.60608,16.14477,15.89173,0.07209052
18.01359,16.73912,16.06111,15.6411,15.36238,0.08675857
18.74956,17.27612,16.63633,16.2762,16.02418,0.03970761
19.55508,17.47652,16.49678,16.04993,15.70267,0.08010244
18.52934,16.66912,15.81866,15.4035,15.09536,0.03894363
19.29002,18.02541,17.5671,17.29988,17.15131,0.03871147
20.38273,18.41045,17.33414,16.76605,16.34187,0.07977458
19.00104,17.26046,16.30747,15.78328,15.3887,0.07439891
19.15867,17.11937,16.20817,15.77503,15.42955,0.04934492
19.26107,17.95583,17.29494,16.90733,16.62386,0.059319
20.05669,18.26013,17.39937,16.97599,16.63722,0.05915552
18.11231,16.17158,15.27453,14.82124,14.46451,0.0371129
19.44501,17.33062,16.31829,15.85655,15.50344,0.08139165
18.87367,17.05837,16.2058,15.76855,15.45702,0.0375134
20.42061,18.05684,17.02251,16.5396,16.41383,0.08256026
20.89754,18.53325,17.52979,17.03097,16.90981,0.08236749
19.25206,17.16526,16.1324,15.59532,15.21094,0.08120854
18.91207,17.78453,17.40259,17.01197,16.93782,0.08033238
18.78416,17.8667,17.58874,17.3364,17.22265,0.08241812
18.5663,17.42846,16.90912,16.5453,16.39215,0.08089246
19.57417,18.32438,17.81553,17.45412,17.30368,0.0824774
19.53554,18.34014,17.7514,17.4083,17.18221,0.08091808
18.61147,16.57393,15.54964,15.06179,14.69018,0.08182812
19.33574,17.87079,17.1366,16.66025,16.36889,0.08044476
19.26959,18.11937,17.68205,17.37754,17.29176,0.08261131
20.09902,18.3819,17.52675,17.10563,16.80061,0.08139845
19.66945,18.3388,17.88053,17.57778,17.4621,0.06715275
19.48301,17.9863,17.2567,16.82743,16.52063,0.07540575
19.32398,17.57041,16.78155,16.3873,16.07916,0.06334803
19.27695,17.87432,17.21292,16.83027,16.61462,0.05454674
18.56438,16.52977,15.58324,15.12319,14.75507,0.05427978
20.56733,18.56616,17.57243,17.10811,16.73083,0.07964799
19.84583,17.87719,16.92389,16.48549,16.14029,0.05438203
22.63258,21.43116,20.45111,18.04363,17.76967,0.08275624
19.61819,18.21151,17.40486,16.93462,16.60369,0.08856224
18.92159,17.04828,16.10705,15.62866,15.2786,0.08280774
19.71949,18.12718,17.29382,16.84165,16.53715,0.08838623
17.8333,15.9663,15.07994,14.63417,14.29535,0.03326639
18.46785,16.87348,16.09015,15.65673,15.304,0.03281321
18.34654,16.97799,16.34787,16.01914,15.79544,0.03300161
19.16614,17.14779,16.16824,15.7069,15.32788,0.07838833
17.63884,16.19951,15.5351,15.08771,14.89702,0.03263894
18.90835,17.66655,17.07775,16.77239,16.59262,0.03344275
19.85196,18.05328,17.17573,16.72472,16.34216,0.03287794
20.24697,18.35102,17.48927,17.06927,16.74475,0.05438237
19.30427,17.41832,16.52896,16.05673,15.66222,0.03458255
19.23796,17.38467,16.55247,16.12513,15.79852,0.03190232
20.18458,18.55958,17.77661,17.38123,17.10566,0.03321263
18.90565,17.18447,16.41473,16.03515,15.73478,0.03211204
20.04167,18.27892,17.4661,17.04441,16.71446,0.03174691
18.96923,17.07941,16.14777,15.67884,15.38268,0.08384843
19.54835,17.56817,16.60006,16.1652,15.8115,0.08874926
19.69286,17.68339,16.69039,16.21762,15.86028,0.08828519
21.98261,20.2475,20.18035,19.35016,19.09404,0.08833465
21.37716,20.07451,20.37036,19.50233,19.41999,0.0532198
19.63058,17.81182,16.81787,16.34704,15.95074,0.08310889
22.24019,20.15403,19.35294,18.67396,18.41895,0.07923703
22.9113,22.57252,21.94683,21.71738,21.44736,0.03352922
18.31193,16.30127,15.34523,14.91573,14.58695,0.07778067
19.81771,18.39766,17.74599,17.35523,17.08859,0.04540735
17.70557,15.98707,15.13699,14.704,14.36026,0.05815991
19.20215,17.93472,17.23574,16.76634,16.49232,0.08702212
18.78715,17.42432,16.80372,16.41511,16.17255,0.06345881
17.60844,15.81261,15.0208,14.61759,14.29889,0.04258388
18.25671,17.08632,16.60133,16.28619,16.03087,0.05151316
19.69368,18.11485,17.23886,16.82734,16.5034,0.08769529
18.87663,16.95964,16.01472,15.59819,15.25185,0.08732949
19.29766,17.97099,17.29347,16.86928,16.59289,0.08250542
19.13686,17.68673,16.92175,16.51528,16.22132,0.08375306
19.26246,17.79445,17.07429,16.66467,16.34959,0.08261096
19.3272,17.31053,16.33996,15.90287,15.54023,0.08400331
18.04593,16.52604,15.7835,15.34532,15.02806,0.08266269
18.82014,17.96516,17.74082,17.5012,17.45652,0.08187429
19.35854,18.72105,18.61724,18.25964,18.35572,0.0828532
19.12252,17.87645,17.21182,16.81174,16.57833,0.08277161
19.21749,17.45428,16.58635,16.15762,15.85833,0.07795219
19.76641,18.29334,17.39467,16.88963,16.51907,0.08287167
18.25872,16.48572,15.63778,15.2424,14.93007,0.06316631
19.15226,17.39037,16.56635,16.16496,15.88268,0.06299831
18.44221,17.35754,16.89918,16.55837,16.37123,0.08302023
19.5627,18.36758,17.76555,17.37235,17.12244,0.0623323
19.51508,17.83057,16.91911,16.53607,16.22709,0.0822694
18.67772,17.09608,16.31238,15.87683,15.56378,0.07943482
17.96811,16.6361,15.98704,15.60701,15.35618,0.06284298
17.36555,15.44926,14.49996,14.03685,13.65171,0.06258424
19.2947,18.19178,17.63266,17.28852,17.11996,0.07848027
18.49333,16.60784,15.73472,15.32851,15.01189,0.06318949
20.06402,18.37705,17.62897,17.24199,16.95765,0.06212723
19.05359,17.99283,17.5768,17.40289,17.20173,0.03512749
17.51785,16.21375,15.53676,15.12621,14.85314,0.07898534
19.08678,17.23928,16.40299,16.01518,15.70262,0.05047749
18.95998,17.17553,16.2604,15.83789,15.53196,0.08215455
16.68435,14.98155,14.14355,13.69743,13.35789,0.03486705
16.57226,15.83924,15.75238,15.60845,15.56166,0.03519248
18.6495,16.75529,15.80713,15.34022,14.96951,0.07192567
19.75189,18.05893,17.2504,16.78412,16.4497,0.07500023
19.74445,18.40249,17.50091,16.84286,16.6632,0.07185584
18.92126,17.09376,16.20404,15.81478,15.50908,0.08198547
18.9631,18.19327,17.98351,17.77612,17.67364,0.03622593
18.1064,16.95445,16.44618,16.08318,15.90917,0.0813162
20.43405,18.40196,17.46064,17.00158,16.64569,0.07533138
19.3719,17.59655,16.6643,16.18928,15.83044,0.07547688
18.984,18.21261,18.02185,17.80845,17.76182,0.07041501
18.84066,17.2534,16.55528,16.21352,15.9788,0.07577982
18.58646,17.52717,17.05242,16.74174,16.59218,0.07575467
19.83183,17.86364,16.95826,16.52596,16.21023,0.0707043
18.61619,17.06871,16.26992,15.85488,15.55449,0.07036731
18.96657,17.77043,17.17243,16.82884,16.62659,0.08834215
20.02864,18.13909,17.23882,16.83971,16.51144,0.0880558
18.06758,16.86604,16.2393,15.84022,15.6368,0.07972114
20.2177,18.04472,17.25327,16.78703,16.40743,0.07933584
19.79235,17.94376,17.05004,16.66174,16.35222,0.08059749
19.62028,17.59136,16.66542,16.2495,15.91398,0.071262
19.37855,17.69214,16.7992,16.35629,15.99671,0.07969137
19.21304,17.50818,16.84819,16.46602,16.22615,0.06922966
19.22024,17.73374,16.96577,16.53015,16.22333,0.06955677
18.99,17.22082,16.40136,16.00828,15.72788,0.06851498
18.73608,18.01603,17.80038,17.48593,17.47331,0.07744315
20.27228,18.43605,17.59249,17.20461,16.88844,0.06196166
19.96113,18.26545,17.28649,16.78159,16.40792,0.08325529
17.85307,16.41764,15.78253,15.43777,15.19529,0.03951054
19.10297,17.87806,17.34408,17.04491,16.92746,0.03961219
19.3688,17.51416,16.63365,16.1238,15.7522,0.06191996
19.5128,18.30284,17.38568,16.97143,16.62562,0.08360536
18.94403,17.74764,17.13878,16.81139,16.60105,0.04858522
18.2555,17.01393,16.42801,16.04206,15.82512,0.08123462
21.63937,20.47736,19.96518,19.26629,19.09925,0.08112783
18.46296,17.44114,16.95423,16.56346,16.37896,0.07263626
19.67623,18.12402,17.29707,16.82339,16.49421,0.08487605
18.47582,17.29695,16.71785,16.36413,16.19256,0.08146943
19.21317,18.13601,17.72998,17.40329,17.27717,0.0817141
19.28802,18.16551,17.70352,17.34687,17.17278,0.07214835
18.82528,17.95323,17.50945,17.02048,16.95764,0.08082828
20.12231,18.37442,17.4241,16.97632,16.68157,0.08268636
18.18167,17.09245,16.6136,16.2546,16.10956,0.08057621
18.81815,17.43603,16.85996,16.38466,16.45409,0.08957271
18.53687,16.51746,15.57829,15.17602,14.79371,0.08238528
19.99141,18.13003,17.25395,16.87781,16.55544,0.08958869
19.06662,18.02516,17.59473,17.23586,17.11785,0.08193831
19.93941,18.45114,17.70546,17.32319,17.0524,0.08350749
18.16869,16.85715,16.1638,15.7674,15.52434,0.08324609
19.24481,17.69539,16.91825,16.48777,16.19322,0.08644535
19.35805,17.64405,16.83586,16.43343,16.14339,0.08556868
19.58696,17.72821,16.81365,16.40915,16.10254,0.08176467
18.97511,17.66409,17.0977,16.79048,16.67875,0.08175617
19.05857,17.57377,16.78592,16.35291,16.07244,0.08222532
19.89174,18.16232,17.35493,16.99244,16.70265,0.06129937
18.33642,16.51575,15.64694,15.22081,14.88777,0.08311626
19.33231,17.52912,16.65872,16.26277,15.94179,0.08236309
19.23595,18.00301,17.55998,17.28092,17.17517,0.08275779
20.57219,17.99098,17.18453,16.77253,16.55857,0.08378837
18.9786,18.09522,17.53659,17.22547,17.00928,0.08253735
18.89347,17.47465,16.78111,16.38461,16.13525,0.07133545
18.22395,16.61537,15.98445,15.65536,15.36782,0.04738678
17.931,16.46751,15.80819,15.36497,14.98382,0.04780715
19.70479,18.51446,18.07346,17.75832,17.63344,0.05986675
17.95196,16.04072,15.20757,14.79545,14.47267,0.04716412
19.20456,17.97058,17.41906,17.0818,16.90512,0.08059291
18.90084,17.78271,17.43551,17.18851,17.07381,0.04699
23.60285,22.2253,21.8454,21.70623,22.21084,0.08464637
18.92224,17.85688,17.34534,16.99223,16.82398,0.08523381
20.07746,18.18532,17.1903,16.6842,16.3175,0.08496289
17.53523,16.40653,15.93906,15.64608,15.42596,0.04109016
19.23013,18.16895,17.73862,17.38707,17.2977,0.06281158
18.86064,16.91743,15.96195,15.52004,15.18344,0.08227839
19.88156,17.83907,16.95801,16.56217,16.25797,0.08021718
19.04878,17.09993,16.132,15.69074,15.34276,0.08267558
19.08479,17.17258,16.28291,15.86877,15.57162,0.06667789
18.3277,16.96571,16.27743,15.89764,15.66758,0.0864609
18.55468,16.83073,15.89937,15.45071,15.17578,0.07994467
19.24786,17.6895,16.87252,16.40224,16.06161,0.08475516
18.94972,17.22289,16.44966,16.08043,15.80602,0.06255355
20.21646,18.46927,17.64931,17.20045,16.86863,0.06564419
19.12927,17.99667,17.53338,17.21002,17.08455,0.0844769
18.44404,17.34016,16.90529,16.63789,16.52653,0.04681603
19.30963,18.1383,17.54116,17.17599,16.94527,0.08086406
19.3757,18.16099,17.65602,17.28259,17.09883,0.08587487
19.67179,18.25974,17.42997,16.91537,16.55352,0.08091559
18.61631,17.63966,17.20926,16.99191,16.81178,0.03100949
19.78224,18.25114,17.42107,16.93015,16.59136,0.08876487
18.93656,17.91003,17.47772,17.11048,16.97883,0.08520246
19.55112,17.74096,16.8744,16.58123,16.18887,0.08586744
18.15683,16.90756,16.4165,16.0381,15.87124,0.08533069
19.82718,18.35728,17.56594,17.14216,16.85841,0.08867617
19.41932,18.62378,18.36462,18.00964,17.96755,0.08093542
20.21458,18.45401,17.62019,17.21942,16.94651,0.08302402
20.09884,18.35406,17.4774,17.01262,16.66537,0.06355931
19.04546,17.3091,16.39024,15.88663,15.5224,0.08467296
19.60258,18.22023,17.58619,17.14324,16.92073,0.08453557
19.40479,17.55506,16.72783,16.3263,16.03709,0.06375318
19.86794,18.41292,17.76668,17.34087,17.0692,0.082685
17.98256,16.57646,15.892,15.48804,15.21003,0.06372501
20.33101,18.22784,17.33193,16.89922,16.57172,0.08245434
19.19053,17.24415,16.3057,15.88058,15.55053,0.08027846
17.88732,16.3402,15.6028,15.19396,14.90807,0.06326975
19.09402,17.32159,16.40084,15.95955,15.63016,0.08963849
20.47254,18.59621,17.64385,17.24711,16.89175,0.08994775
18.72906,16.97223,16.16326,15.78821,15.48451,0.04188989
19.33167,17.72852,17.13593,16.8023,16.67138,0.04127609
20.0639,18.03744,17.057,16.61138,16.28813,0.08983774
19.60853,17.71303,16.69716,16.2053,15.81903,0.08491365
19.82604,18.13278,17.23012,16.81536,16.49826,0.08695847
19.43341,17.64412,16.75021,16.36155,16.05554,0.08403913
18.63847,16.84426,16.06317,15.6611,15.36329,0.03012021
18.73217,17.40896,16.70222,16.27665,16.01109,0.08952905
18.915,17.7381,17.2471,16.90761,16.72957,0.07026274
20.45227,18.52642,17.57717,17.07236,16.69353,0.05274726
19.71886,18.16479,17.76265,17.47404,17.30451,0.05414721
19.26196,17.83412,17.21642,16.88497,16.64616,0.05421294
19.38016,18.09072,17.45055,17.05066,16.78992,0.08299632
20.62815,18.57723,17.62284,17.17339,16.83503,0.08784004
20.04103,17.93371,16.98286,16.57339,16.22942,0.08701976
17.19589,15.48732,14.68864,14.29015,13.99791,0.03968886
19.83423,18.05066,17.16216,16.77378,16.46516,0.08446822
18.83524,17.16768,16.47272,16.13477,15.87662,0.0385818
19.15397,17.58819,16.80599,16.41118,16.09115,0.03888225
16.40243,14.43139,13.53993,13.10149,12.76471,0.03899863
18.44975,16.52571,15.64857,15.21284,14.87298,0.04032925
17.62444,15.80715,14.90921,14.4454,14.06298,0.03764759
19.99241,18.34711,17.60169,17.27575,16.96794,0.03875441
18.66118,17.48802,16.99697,16.74019,16.57185,0.03750507
20.29423,18.67366,17.86454,17.48048,17.18619,0.03996889
18.74853,17.00836,16.15948,15.77301,15.46926,0.04049346
17.47535,15.81039,14.97389,14.57337,14.23697,0.03942392
18.52429,17.31389,16.68436,16.33528,16.08557,0.03842232
17.05348,15.4344,14.65117,14.23019,13.88107,0.03789995
17.72831,16.53716,15.96393,15.63348,15.38344,0.04019351
19.47384,17.83879,16.97902,16.49217,16.09986,0.03787675
19.66286,18.29161,17.70245,17.39257,17.18473,0.08309924
17.91135,16.4323,15.72861,15.33101,15.01491,0.04774925
18.78853,17.60207,17.15968,16.85664,16.72724,0.0479777
19.47022,18.16865,17.59293,17.2602,17.1214,0.07989389
18.85178,17.60312,17.09175,16.77393,16.53333,0.0386696
19.02806,17.58505,16.87262,16.44743,16.15225,0.07665615
18.90475,17.69591,17.23648,16.90525,16.70729,0.07145859
20.09809,18.45505,17.58724,17.14724,16.84228,0.07868871
19.19582,18.17837,17.78668,17.52373,17.40158,0.07887413
19.19254,17.68097,16.89911,16.4763,16.18199,0.08227913
19.32595,18.26534,18.00756,17.76953,17.75349,0.07692224
19.41199,17.52602,16.58289,16.07656,15.70518,0.07704163
18.44829,16.56144,15.67841,15.28276,14.93778,0.04228432
20.60283,18.77341,17.90441,17.45736,17.06887,0.08669525
19.73864,17.78547,16.8591,16.42939,16.07231,0.08571137
18.96611,17.16937,16.25292,15.77902,15.41677,0.07428328
18.23243,16.26644,15.35115,14.9078,14.56933,0.06653312
17.27813,15.47776,14.65877,14.25858,13.93961,0.0422501
18.57442,17.40188,16.83514,16.46308,16.20844,0.0423163
18.18122,16.31099,15.45325,15.027,14.70166,0.04195643
18.39635,17.15434,16.74975,16.47535,16.29774,0.04209985
19.8389,18.13853,17.30116,16.84269,16.51007,0.06244914
19.20776,18.05229,17.53319,17.21308,17.02837,0.08865393
19.44392,18.03236,17.4294,17.09789,16.95759,0.08120644
19.36194,17.97678,17.49264,17.29495,17.35362,0.03957444
18.45101,17.06994,16.4252,16.06989,15.81857,0.06425364
19.61851,17.70463,16.84685,16.43495,16.11424,0.06420593
19.03135,18.26139,18.04354,17.80894,17.69863,0.0723842
18.63492,17.25964,16.60285,16.24259,15.96476,0.07260793
18.76457,16.97679,16.15501,15.7732,15.44912,0.03995889
20.58731,18.55663,17.68134,17.2567,16.95034,0.07468798
19.82241,18.01347,17.09773,16.62766,16.24331,0.05544734
18.40364,16.45518,15.49524,15.06929,14.73864,0.07468972
18.9951,17.50878,16.79379,16.42873,16.09831,0.049089
19.25882,17.28816,16.35462,15.8962,15.56052,0.07844694
18.46561,17.33532,16.94593,16.70267,16.50857,0.04394962
19.04903,17.694,17.09962,16.76252,16.50681,0.07598818
19.357,18.0218,17.44328,17.05445,16.83976,0.07655678
19.1104,17.15903,16.24486,15.82037,15.49525,0.07710142
18.30228,17.31376,16.97522,16.71542,16.56401,0.05322418
20.03996,18.24298,17.42226,17.06469,16.76136,0.07209781
19.63633,17.74514,16.83582,16.41367,16.08616,0.07291333
18.2544,16.26666,15.31292,14.88072,14.50008,0.07264832
20.61148,18.44254,17.53174,17.14332,16.78709,0.07342175
20.40203,18.3671,17.48068,17.03316,16.67838,0.07258304
19.29444,17.29012,16.29091,15.75169,15.29816,0.07146052
20.12474,18.0468,17.12382,16.73001,16.41697,0.07330822
19.08315,17.95843,17.50769,17.18503,17.02389,0.06354818
20.37342,18.5642,17.70946,17.3136,16.99474,0.06825431
18.47302,16.99474,16.27692,15.79908,15.45892,0.04972108
19.03693,17.23263,16.37031,15.93575,15.62823,0.06763317
18.21475,16.2362,15.2866,14.83038,14.48812,0.06636747
17.64924,16.49497,16.07693,15.8102,15.66839,0.03966612
20.342,18.63441,17.81934,17.41281,17.14841,0.06652709
18.9878,17.71051,17.12835,16.75883,16.55678,0.06890327
19.60817,18.26901,17.69211,17.36772,17.20397,0.07242718
16.83256,15.34518,14.70824,14.32958,14.13208,0.04020492
19.08718,17.86918,17.35711,16.98026,16.79661,0.06902143
20.32735,18.48484,17.65729,17.25061,16.90469,0.06919836
19.8448,18.13699,17.37015,16.96773,16.73524,0.0494328
17.19102,15.37093,14.59004,14.17882,13.87102,0.04912869
19.59806,17.76119,16.91355,16.43445,16.06387,0.08720506
18.58874,16.66246,15.80217,15.38446,15.07368,0.06139338
19.47046,17.69637,16.83312,16.44951,16.1266,0.06438477
18.5021,16.7169,15.87377,15.4546,15.14803,0.06122096
19.63137,17.76807,16.85648,16.43143,16.1105,0.07580139
19.36566,17.49878,16.60579,16.18538,15.87291,0.07584246
18.5299,17.51939,17.04094,16.67303,16.49043,0.05012701
18.74254,17.56013,16.92113,16.5422,16.2846,0.07223918
20.23964,18.24143,17.26716,16.81076,16.43344,0.0855957
18.6398,16.96992,16.11255,15.66947,15.3528,0.08166928
19.7394,17.85855,16.97699,16.55675,16.22464,0.08115926
18.67766,17.61283,17.1368,16.81359,16.71619,0.07851418
18.9411,17.78809,17.40729,17.1468,17.02588,0.07624263
18.56033,17.50507,17.08874,16.8504,16.72787,0.04673617
18.29154,16.80487,16.09341,15.69117,15.38921,0.04773903
18.47037,17.53071,17.2868,17.01111,16.96537,0.05071805
19.05081,17.87155,17.56164,17.34752,17.18256,0.05091221
19.67163,17.8348,16.92889,16.52777,16.21548,0.0807986
19.96979,18.06083,17.15862,16.68516,16.3548,0.07835583
19.18494,17.28407,16.41079,16.0036,15.70586,0.06512749
19.36398,18.23215,17.71755,17.44221,17.26658,0.04663557
19.69255,17.95298,17.07156,16.62746,16.35474,0.07916196
19.46527,17.84728,17.00071,16.56581,16.20629,0.07831088
19.60076,18.32309,17.73607,17.36139,17.18582,0.08671796
18.90402,17.82046,17.34101,16.99659,16.90034,0.07684836
19.45207,17.90011,17.12343,16.69268,16.41748,0.08663627
19.29499,17.98199,17.36521,16.99278,16.78226,0.06927862
19.40217,17.86893,17.04009,16.60195,16.28606,0.07601459
19.98282,18.09559,17.15549,16.736,16.40772,0.07670525
19.50043,17.63478,16.67795,16.23649,15.87566,0.0857684
19.86133,17.87453,16.90679,16.47931,16.10444,0.08656619
18.40487,16.63045,15.75376,15.31119,14.98012,0.07740269
17.94147,16.64837,15.99603,15.60399,15.34815,0.08105004
19.5569,17.67873,16.73542,16.30517,15.9779,0.08103441
20.23589,18.38399,17.49318,17.09234,16.7854,0.08121167
18.84713,17.617,17.10948,16.79987,16.62567,0.07669608
18.32692,16.6465,15.82185,15.40139,15.06009,0.06206989
17.56973,16.32262,15.72408,15.36903,15.09881,0.03859494
18.00587,16.0048,15.0431,14.58959,14.23966,0.07746531
18.23926,16.83808,16.09584,15.69657,15.40769,0.08648984
19.7235,17.83928,16.99367,16.60379,16.27946,0.07831498
19.75083,18.25975,17.4024,16.93286,16.5495,0.08308575
18.68775,16.85311,15.90634,15.42296,15.06543,0.08165723
17.99419,16.04183,15.17218,14.75099,14.41978,0.04060059
18.24139,16.49369,15.71834,15.34088,15.0519,0.03664962
20.15544,18.38926,17.52306,17.12087,16.82672,0.07880515
19.36342,17.70638,16.84879,16.42043,16.09499,0.07994021
20.43157,18.50073,17.56311,17.12293,16.77455,0.07634416
19.61536,17.61581,16.67296,16.24316,15.91802,0.07774075
19.05674,18.01649,17.68335,17.39567,17.35928,0.08239564
19.76175,18.41878,17.71638,17.27103,17.05133,0.08238268
19.34189,18.53934,18.18991,17.77414,17.71549,0.08243393
19.20143,18.14346,17.69785,17.38174,17.16788,0.06340092
19.8936,18.27421,17.44379,17.01997,16.65553,0.08273873
18.05851,16.99254,16.44869,16.09596,15.87446,0.08232234
