#Table1
u,g,r,i,z,redshift
18.72321,16.93802,15.9898,15.52462,15.13346,0.08704335
19.17434,18.01558,17.47598,17.05881,16.84657,0.07978687
19.37359,17.85709,16.92044,16.37869,15.99651,0.0505817
20.10575,18.29685,17.32128,16.83908,16.48937,0.08649507
19.92393,18.5063,17.74553,17.31947,17.05374,0.08914367
20.65111,18.9781,17.98108,17.43834,17.0204,0.08605768
19.04743,16.87117,15.78699,15.31259,14.93369,0.0877929
20.25024,18.46012,17.59333,17.1372,16.8341,0.08640796
19.88353,18.25822,17.36581,16.91855,16.57574,0.08754358
18.84373,17.72048,17.28839,16.99691,16.84802,0.05080637
20.9551,19.70526,18.80861,18.15736,17.86705,0.05309878
20.15898,19.27011,18.32848,17.72084,17.34693,0.08537331
18.95077,17.01026,16.15721,15.73908,15.42364,0.05491782
19.74603,17.88813,16.90759,16.38947,15.90818,0.05209084
22.87974,21.20489,20.97788,20.07259,20.94273,0.05640503
18.97095,17.07911,16.13754,15.65789,15.34548,0.06836367
20.64473,18.92583,17.90135,17.43491,17.0719,0.0822249
18.71962,17.45311,16.88231,16.54723,16.2756,0.06540032
19.35342,18.11187,17.45305,17.10616,16.88711,0.07115377
19.79621,18.1206,17.41069,17.01314,16.73783,0.07918174
19.99622,18.48854,17.70749,17.29327,17.03894,0.06536702
20.00218,18.28573,17.5063,17.05276,17.14311,0.03133717
19.23879,17.49932,16.53521,16.09223,15.76121,0.03969949
19.93664,17.81228,16.80736,16.21419,15.72701,0.05669871
18.83577,17.25845,16.54556,16.13434,15.83491,0.07050942
17.61482,15.69639,14.77024,14.31876,13.95353,0.0307668
19.72884,17.92554,17.03068,16.63407,16.3201,0.08673481
19.79259,18.50587,17.87541,17.51318,17.25055,0.05858746
19.14963,18.00378,17.4657,17.1376,16.90036,0.04402394
20.0184,17.96828,17.06853,18.93844,16.13404,0.04509151
19.38219,18.20107,17.8056,17.4992,17.41172,0.06565089
19.2266,17.27751,16.39126,15.95711,15.61498,0.04565
19.41398,17.29078,16.33702,15.87626,15.48284,0.04462435
19.19971,17.22391,16.29199,15.85335,15.48367,0.04954444
18.04187,16.38026,15.51751,15.04708,14.68362,0.04593659
18.05132,16.94163,16.56012,16.27179,16.12879,0.05315065
17.75489,16.31037,15.54011,15.10274,14.79766,0.04652571
18.03995,16.84321,16.26401,15.86949,15.62851,0.04825275
20.13021,18.65631,17.92848,17.46916,17.20556,0.08781031
20.50378,18.66576,17.6805,17.2073,16.8742,0.05917491
19.57101,17.94255,16.91265,16.47159,16.0629,0.08782733
19.79882,18.10171,17.28813,16.83068,16.48455,0.07788806
21.64079,18.93043,17.72282,17.12072,16.66129,0.08331983
18.92431,17.23879,16.34981,15.87913,15.53199,0.08465462
18.90115,17.03906,16.03109,15.4815,15.06539,0.08011556
19.2421,18.07248,17.57599,17.21374,17.00031,0.06661516
17.9878,16.51811,15.74451,15.30433,14.98556,0.0504769
19.34707,17.76923,16.92714,16.48486,16.14608,0.07900908
18.53797,17.16947,16.5021,16.18933,15.95892,0.05936759
20.07468,18.07997,17.06942,16.61636,16.22172,0.0689875
18.12316,16.31978,15.37991,14.91012,14.5367,0.05909181
19.46922,17.96987,17.31625,16.92729,16.71774,0.06916405
19.8722,18.39531,17.73111,17.41924,17.1728,0.04489851
19.46025,18.28482,17.78494,17.50377,17.31497,0.04653732
18.0106,16.81185,16.32209,16.03653,15.92627,0.044495
17.60994,15.90911,15.0209,14.54955,14.19971,0.04619161
18.73576,16.83826,15.94847,15.53803,15.15638,0.07018682
18.99369,17.31122,16.48666,16.05332,15.74858,0.05894065
19.43974,18.09289,17.40579,17.0081,16.82082,0.04019753
19.033,17.66646,17.19285,16.90451,16.70202,0.05492734
20.09678,18.39717,17.71622,17.2818,17.01709,0.0830428
17.97498,15.81678,14.82701,14.36535,13.90116,0.05442572
19.86939,17.87329,16.9422,16.51246,16.09628,0.05436828
19.80505,17.83565,16.88223,16.45163,16.0183,0.08912047
19.31768,17.88629,17.14264,16.71917,16.43868,0.08963996
20.59429,18.69657,17.80372,17.39797,17.05655,0.08999225
20.60226,18.5783,17.60246,17.06524,16.68929,0.0858722
18.51617,16.95023,16.19773,15.77378,15.47813,0.05351913
19.6586,18.21152,17.61814,17.28067,17.09157,0.04070121
21.09515,19.03551,17.94056,17.41135,17.0219,0.08543771
19.87088,18.46074,17.89386,17.54417,17.39762,0.05107203
19.49057,17.89874,17.09839,16.6558,16.36493,0.07758257
19.1955,18.01051,17.5018,17.14197,16.95138,0.04233624
19.49472,18.39925,17.79256,17.38426,17.16601,0.08508994
18.79019,16.79083,15.8557,15.38292,15.03051,0.04077013
20.31857,18.47655,17.60142,17.06021,16.79713,0.06943551
19.87807,17.98398,17.01751,16.54928,16.19333,0.07037262
19.50673,17.55027,16.53967,16.09758,15.68324,0.08048908
20.04871,18.09767,17.11161,16.66105,16.28122,0.06997363
19.90176,18.57263,17.87698,17.47199,17.18021,0.07973206
19.38842,17.31414,16.29837,15.80596,15.42626,0.06935806
20.04644,18.39286,17.44555,16.97982,16.64369,0.08132331
18.6699,16.70715,15.69039,15.23475,14.86296,0.08993423
19.55555,17.64036,16.69641,16.23968,15.88483,0.06295025
19.66365,18.4543,17.90289,17.52744,17.36845,0.0637805
21.07885,19.66905,19.22904,18.6028,18.33082,0.0729119
18.63214,17.03507,16.27731,15.9094,15.64428,0.06366909
19.8691,18.33801,17.56393,17.14021,16.8665,0.05820816
16.66974,14.77006,13.88219,13.42507,13.14396,0.0308672
17.29519,16.73442,17.08198,17.15347,18.25844,0.03052526
18.74072,17.28601,16.66703,16.33081,16.08293,0.05827271
18.06095,16.20889,15.2915,14.84426,14.47095,0.03081088
19.3469,17.91381,17.27614,16.97921,16.68362,0.08033779
20.52673,18.42255,17.40588,16.91623,16.49281,0.07910305
18.45272,16.84462,15.96703,15.53325,15.22941,0.07921813
19.30962,17.96046,17.37865,17.04699,16.82706,0.05398665
19.44621,17.7462,16.84758,16.40508,16.04844,0.08438914
20.73452,18.7751,17.70627,17.06986,16.58429,0.08602124
20.1525,18.44933,17.49949,16.9923,16.65745,0.08431948
19.52789,17.57775,16.63182,16.19422,15.83456,0.05830718
18.58974,16.99068,16.2275,15.77609,15.43725,0.05920999
19.9158,18.16595,17.41331,16.94055,16.59799,0.04672737
18.41596,17.23816,16.75388,16.45004,16.2776,0.05833568
17.15324,15.80188,15.18173,14.80921,14.53041,0.04401696
18.7,16.82385,15.92553,15.50614,15.18773,0.05802495
19.38855,17.40104,16.48235,16.07033,15.70809,0.04392764
19.44665,18.37631,17.86821,17.46901,17.20613,0.08857036
19.83495,18.19362,17.38285,16.9565,16.63275,0.08333573
19.5148,18.09737,17.24295,16.76161,16.44787,0.0809674
17.02505,15.07137,14.19486,13.78339,13.48647,0.0677539
18.284,16.33137,15.45633,15.04551,14.73886,0.06791784
19.31261,17.88058,17.26752,16.90013,16.60612,0.06856868
19.64206,17.95097,17.15079,16.76012,16.4336,0.06787552
18.7747,17.5781,17.0159,16.62524,16.40615,0.06841835
18.81176,17.70109,17.21091,16.85382,16.69174,0.08083197
19.83938,18.12108,17.2413,16.77023,16.41369,0.06720125
20.15459,18.26993,17.39777,16.98387,16.68725,0.06859487
19.50927,18.12367,17.45484,17.01846,16.75716,0.07959896
19.8954,18.04058,17.1432,16.73586,16.37075,0.08125097
19.58406,17.62415,16.62596,16.1671,15.74457,0.08232366
19.18453,18.11502,17.76603,17.48013,17.41267,0.0835517
19.65896,18.07553,17.31561,16.90261,16.6109,0.08981418
19.12541,17.86209,17.32662,16.98217,16.81734,0.08979361
19.53066,17.6087,16.74273,16.33952,16.04812,0.0895499
19.24526,17.36073,16.41886,15.97432,15.60528,0.08095076
20.28772,18.37594,17.50832,17.1125,16.7734,0.08063152
19.71358,18.20196,17.3918,16.94367,16.6246,0.08353195
20.01465,18.21041,17.36712,16.96932,16.6858,0.08122041
18.90059,18.10989,17.81796,17.33779,17.39724,0.08317149
20.00688,18.0267,17.12321,16.71405,16.40776,0.08310101
18.93977,17.90734,17.55563,17.2804,17.16805,0.05441646
18.51786,17.39322,16.86858,16.52423,16.33853,0.07015833
20.242,18.54243,17.6904,17.23777,16.93153,0.08276588
17.9323,16.5513,15.8351,15.42477,15.11726,0.07009463
17.08624,15.41548,14.67285,14.25464,13.94828,0.04874202
20.01979,18.38533,17.28273,16.8241,16.41084,0.04965116
18.77066,17.4621,16.75475,16.31569,16.04499,0.08425979
18.03967,16.1277,15.22855,14.84962,14.42671,0.05494982
20.1654,18.4504,17.5768,17.33411,16.81545,0.07247441
20.0518,17.79426,16.91397,16.39163,15.97798,0.0504879
18.15195,16.394,15.53177,15.15704,14.77832,0.0549181
18.5671,16.76936,15.97849,15.4581,15.0655,0.05506185
20.21643,18.29296,17.60092,17.09208,16.727,0.05438524
19.87786,18.86319,18.49426,17.96997,17.64832,0.05440659
17.96697,16.23968,15.39551,14.88264,14.51203,0.05255749
18.91312,17.68974,17.08591,16.72127,16.4757,0.052235
17.60647,15.89232,15.03875,14.59622,14.27452,0.05047373
19.48226,18.36842,17.7566,17.33025,17.10299,0.07327983
20.13257,18.67591,17.83242,17.38086,17.02349,0.07389671
19.00153,17.99588,17.60085,17.30619,17.22283,0.05002216
18.8587,17.63261,16.96923,16.58288,16.35598,0.07288828
18.85176,17.59372,16.97579,16.58987,16.36996,0.0729069
18.90537,17.86161,17.4994,17.26539,17.14336,0.03012766
19.70301,18.00807,17.25728,16.81587,16.54082,0.07355024
18.27912,16.37875,15.35701,14.80037,14.34727,0.05517036
18.25967,16.41664,15.4757,14.97828,14.58763,0.07253711
19.13404,17.36423,16.46231,15.99011,15.66199,0.07297799
18.55044,16.67768,15.75496,15.32014,14.97621,0.07949858
19.93033,17.54568,16.69527,16.22015,15.80477,0.04808114
19.04049,17.95826,17.31968,16.92717,16.73017,0.08313201
18.79135,16.81514,15.87566,15.4348,15.0958,0.08273616
18.33468,17.23825,16.69972,16.40262,16.17358,0.03509942
20.12504,18.41673,17.52799,17.13356,16.78513,0.08238833
20.55905,18.48467,17.54475,17.12213,16.77734,0.08212079
19.11166,18.10788,17.8098,17.51987,17.421,0.05520416
18.90945,16.89683,15.90006,15.45898,15.08494,0.0888958
19.87829,18.03083,17.08676,16.65184,16.32438,0.0887304
18.75021,17.39184,16.71036,16.33653,16.06774,0.05578163
19.49202,17.27975,16.63279,16.27065,16.05526,0.05554468
18.92757,16.93912,16.02978,15.60067,15.25112,0.05591327
18.43606,17.41866,16.82894,16.43812,16.19393,0.05620326
19.46136,17.50455,16.56508,16.1375,15.81092,0.08127476
18.50526,17.29201,16.80853,16.55174,16.35663,0.03776548
19.2626,17.31194,16.36349,15.92239,15.56681,0.08126968
18.9988,17.60707,16.87988,16.47918,16.26476,0.07226308
19.48925,17.67984,16.69324,16.14979,15.68991,0.071994
19.38025,17.96329,17.4188,17.07795,16.94486,0.08027805
17.87141,16.70095,16.11312,15.65448,15.44565,0.07990022
19.4619,18.18478,17.50857,17.10901,16.87852,0.08001003
19.0967,17.50941,16.77004,16.35425,16.08969,0.07990946
18.86021,17.68553,17.28192,17.05204,16.96202,0.0449921
19.27016,18.04679,17.73352,17.5003,17.3456,0.057581
19.69396,18.69907,18.45182,18.17712,18.05753,0.04275023
19.45549,18.12969,17.58354,17.25052,17.12075,0.04259245
19.64926,18.29852,17.80213,17.50098,17.3664,0.05591259
17.64022,16.23676,15.5232,15.12436,14.83496,0.05622832
18.24559,16.31879,15.41882,14.99515,14.6718,0.04239626
18.43146,17.35771,16.93609,16.66774,16.50429,0.04342113
18.05845,16.49823,15.67133,15.20829,14.84876,0.04312468
18.63844,16.90358,16.11441,15.73233,15.41901,0.0427188
18.42207,17.57896,17.22782,17.07591,16.89034,0.04374821
18.23928,16.19638,15.22665,14.79289,14.42442,0.07732239
18.76506,16.94584,16.06008,15.64803,15.31613,0.07877933
19.77848,17.81777,16.80917,16.30541,15.87719,0.07739631
18.38262,17.22134,16.75249,16.41846,16.22691,0.07764611
19.34521,17.80249,17.07351,16.68611,16.40781,0.08367053
19.68394,17.61561,16.55408,16.04839,15.67928,0.08374847
19.9221,18.53369,17.83888,17.43209,17.20621,0.07641787
18.84937,17.67759,17.12492,16.74357,16.63217,0.07642194
20.63381,18.6272,17.70766,17.27025,16.92718,0.0840548
19.33934,18.27542,17.79002,17.43747,17.25102,0.08537325
19.44499,18.16541,17.637,17.36391,17.16909,0.08511535
19.83279,18.01636,17.01892,16.52954,16.15127,0.0864223
18.92051,17.41899,16.78222,16.41768,16.13919,0.08679748
20.54711,17.82563,16.69442,16.09138,15.57455,0.0879861
20.12939,18.2538,17.32262,16.88004,16.54316,0.08830412
20.45179,18.40359,17.40231,16.93363,16.567,0.08865445
17.33313,16.48947,16.24734,16.05591,15.96235,0.03511947
17.26015,15.75581,15.09205,14.7086,14.42214,0.03545786
-9999,-9999,17.92503,17.53916,-9999,0.0889437
19.27388,18.357,17.9886,17.7525,17.6358,0.03491157
19.95503,18.05154,17.11899,16.70856,16.36413,0.08942275
18.47916,17.20074,16.64365,16.32287,16.12389,0.06988788
18.68942,17.69706,17.36699,17.14236,16.97822,0.03780224
18.67659,17.02297,16.17337,15.74568,15.40087,0.06965949
16.99624,15.53884,14.83586,14.42628,14.12664,0.03777028
18.91439,16.84175,15.90487,15.46369,15.09681,0.0595574
18.94738,17.03138,15.97062,15.41849,14.98746,0.07098074
18.86,17.53561,16.87471,16.45444,16.1907,0.08107182
19.14887,17.86196,17.23239,16.85373,16.60064,0.08998659
18.75766,17.79773,17.54392,17.359,17.29332,0.05480798
19.85394,18.96859,21.33216,18.33505,18.15082,0.05491341
18.87423,16.92913,16.12067,15.72236,15.41175,0.05441434
19.14684,17.78486,17.11476,16.72478,16.42949,0.04026579
19.64544,18.36612,17.82886,17.47663,17.22923,0.07087228
20.02235,18.82737,18.35706,18.08072,17.92024,0.0371196
-9999,-9999,17.18463,16.77659,16.50992,0.07796206
19.13336,17.41071,16.90629,16.61073,16.33658,0.03726918
20.31393,19.359,18.85341,18.41385,18.25451,0.07787736
18.83325,17.26126,16.36832,15.86697,15.4649,0.03727186
17.8109,15.97147,15.13464,14.71469,14.40165,0.03718474
17.2999,15.97476,15.32991,14.97122,14.71171,0.03683984
19.76431,18.24311,17.42141,16.97422,16.69953,0.07740691
19.02071,17.74117,17.04737,16.62169,16.32434,0.06983307
19.17789,18.16513,17.73178,17.40043,17.36347,0.0763518
19.06698,17.95883,17.51261,17.22481,17.003,0.03710405
18.0532,16.93884,16.37134,16.00121,15.7757,0.06678971
17.52863,16.09976,15.29003,14.85754,14.50794,0.03737487
19.32365,18.01678,17.37806,16.93019,16.62969,0.05208456
19.43084,17.71259,16.76803,16.22858,15.77959,0.05208707
18.11424,16.50473,15.63759,15.16252,14.6845,0.0381603
18.01117,17.11953,16.76515,16.28697,16.22357,0.08232526
18.87088,17.05433,16.02553,15.49396,15.05167,0.08822116
19.38541,18.34562,17.81782,17.41712,17.20317,0.07698998
20.13246,18.39637,17.6002,17.20657,16.89032,0.07411662
19.7163,17.65762,16.65426,16.19828,15.83638,0.08685277
19.29027,17.28421,16.29565,15.84039,15.49087,0.08249047
19.55557,17.9312,17.06097,16.57164,16.21678,0.07951454
19.22427,17.43887,16.46905,16.0149,15.6531,0.0746749
20.01197,18.04496,17.02216,16.56723,16.20838,0.0791466
19.84149,18.21972,17.33065,16.87695,16.53552,0.07611313
18.12892,15.91654,14.83479,14.32924,13.94253,0.07672031
19.00703,16.84069,15.787,15.29359,14.90572,0.07791677
19.03734,17.05925,15.99245,15.40229,14.87896,0.06979394
19.05785,17.26313,16.55509,16.23493,15.87852,0.07032205
19.98821,18.27538,17.37288,16.87886,16.5215,0.07654132
19.99557,17.84459,16.75354,16.25299,15.83649,0.08538478
18.95776,17.53601,16.82494,16.43536,16.10804,0.03726663
20.61757,18.79206,17.90918,17.47265,17.00273,0.08570995
19.82183,18.43814,17.84154,17.49364,17.29123,0.07189026
20.16776,18.43491,17.88067,17.62822,17.42175,0.08272145
19.25171,17.93428,17.24924,16.85803,16.52979,0.08357414
20.3567,18.3399,17.20057,16.64588,16.16603,0.08921546
19.28851,17.71898,16.92212,16.49076,16.12863,0.08293848
20.90347,18.92519,17.96972,17.45546,17.05403,0.08383646
18.83555,17.70695,17.19999,16.93923,16.75463,0.03705697
18.78481,17.46642,16.84169,16.45825,16.22363,0.07724638
20.58637,18.65204,17.60722,17.07019,16.61666,0.08504513
20.83718,18.88358,17.77173,17.2008,16.76809,0.08415204
19.63828,18.42963,17.76343,17.41605,17.1456,0.08446532
18.94003,16.89479,15.96084,15.40111,14.98752,0.03942682
20.74436,18.72097,17.83228,17.31154,17.03294,0.0832337
20.47939,18.30674,17.22815,16.64079,16.17044,0.08386771
20.14787,18.65544,17.83621,17.38882,17.02603,0.06607195
18.06377,16.06067,15.02047,14.51427,14.10523,0.06621508
20.20563,18.26825,17.36208,16.94041,16.64661,0.08312918
20.32992,18.54704,17.63782,17.20274,16.8868,0.08208837
20.33621,18.68079,17.85407,17.35565,17.00184,0.08535606
20.04049,18.25665,17.42727,17.01686,16.70742,0.08030894
18.95441,17.77113,17.15055,16.77455,16.55557,0.07313969
17.93974,16.69954,16.0599,15.71198,15.43392,0.03420196
19.43883,17.36413,16.38762,15.93982,15.59172,0.08394939
20.22133,18.46442,17.43898,16.92217,16.53101,0.08153353
18.53104,17.42519,16.85697,16.46986,16.29665,0.08296697
18.88931,17.43389,16.64104,16.2809,15.99185,0.08300237
19.34652,17.49284,16.6798,16.31855,16.01687,0.04524084
20.71716,18.54521,17.43037,16.83625,16.33322,0.08619591
19.24637,18.02441,17.52848,17.24019,17.08315,0.06633019
19.07147,17.53676,16.72882,16.34219,16.04384,0.08382864
18.6905,17.67179,17.0808,16.84809,16.73417,0.0853823
20.03535,18.54856,17.83372,17.39939,17.11222,0.08532061
19.11052,17.02411,16.02427,15.57432,15.20273,0.08266958
17.68518,16.20686,15.42145,14.98149,14.64197,0.04452853
19.11467,17.84643,17.12641,16.74896,16.49077,0.08230802
19.01559,17.80189,17.18863,16.85381,16.61382,0.08212037
17.8022,16.76856,16.33308,16.02335,15.87057,0.0830057
20.33334,18.57133,17.67756,17.27579,16.96218,0.08242574
19.07629,17.80659,17.14568,16.7535,16.50369,0.08296633
18.84552,16.91814,15.92958,15.47713,15.11398,0.08504505
18.87601,22.46572,24.80204,16.99495,16.70459,0.05401157
18.63286,17.18885,16.44523,16.04037,15.77544,0.05511795
20.03284,18.41842,17.5911,17.18682,16.87446,0.08497628
18.57669,16.63409,15.73114,15.32528,14.99869,0.06725989
19.08879,17.57993,16.86214,16.48301,16.185,0.07406942
20.53951,18.58232,17.56333,17.09536,16.70102,0.08631446
19.38943,18.07489,17.484,17.16783,16.99533,0.0672106
19.58422,18.20586,17.5201,17.12949,16.83215,0.08452604
18.70091,17.50793,17.04285,16.71619,16.54133,0.08462927
19.5239,18.32571,17.79145,17.40488,17.22596,0.087047
17.7195,16.33858,15.64611,15.28084,14.98633,0.03726389
18.29824,16.59887,15.75072,15.32187,15.00307,0.08666853
17.41844,15.54846,14.6936,14.29459,13.9703,0.04718389
19.36745,18.1765,17.7187,17.36742,17.21324,0.04758949
18.79976,17.5151,16.91125,16.54378,16.33616,0.07654103
19.55815,17.68073,16.77872,16.38634,16.08864,0.08666056
19.77795,17.99008,17.10542,16.71017,16.42004,0.0864007
18.76349,16.8122,15.81973,15.38813,15.02306,0.08565774
20.31278,18.42329,17.50883,17.10558,16.78562,0.08399642
17.65606,16.59451,16.17752,15.90601,15.76921,0.04685168
19.08131,18.09833,17.63891,17.354,17.1658,0.04667491
19.5641,17.67953,16.71639,16.28606,15.9747,0.08496257
18.25774,17.37169,17.06412,16.78718,16.70513,0.07112104
19.87009,18.06632,17.21395,16.84832,16.55157,0.07084826
20.38639,18.39309,17.38471,16.85907,16.49763,0.08824509
19.62761,17.72125,16.8343,16.44735,16.12869,0.07090822
19.74402,18.09608,17.18247,16.68066,16.26752,0.08004843
18.37135,16.91825,16.25416,15.86436,15.63962,0.08832494
17.78377,17.02582,16.21326,15.87956,15.74196,0.07067633
19.73969,18.10985,17.31785,16.90104,16.57421,0.08874878
19.89362,18.05083,17.08268,16.57693,16.19563,0.07079236
19.96498,18.1785,17.34702,16.93302,16.63806,0.07064489
18.69082,17.22626,16.51653,16.1157,15.84968,0.07079628
19.83893,17.86542,16.92583,16.52576,16.2198,0.08700264
19.52871,17.5027,16.5652,16.165,15.83248,0.08560842
18.03807,16.80153,16.35257,16.08974,15.97411,0.0524129
20.29865,18.50234,17.63847,17.2398,16.88819,0.0783539
20.3486,18.45093,17.48337,17.03285,16.66699,0.08841293
18.07882,16.46432,15.66424,15.24517,14.93042,0.07307899
18.44073,17.38491,16.91231,16.64003,16.5039,0.0305662
19.15111,18.26583,17.95878,17.76589,17.6282,0.03020713
18.93601,17.53573,16.95067,16.59856,16.38827,0.0737941
19.16673,17.43912,16.58788,16.11095,15.74076,0.07834522
18.1933,16.8157,16.19225,15.82249,15.57408,0.06849346
18.85698,17.60582,16.96296,16.56818,16.2808,0.05369177
18.66809,17.92262,17.73635,17.58039,17.53478,0.03249278
18.54015,17.33254,16.68868,16.27673,16.0422,0.07827859
17.10688,15.72558,14.79894,14.66781,14.22003,0.04980312
18.76034,16.70483,15.79053,15.32839,14.98252,0.0543637
19.20823,17.68706,16.96936,16.50953,16.2048,0.05485366
18.09927,16.69645,16.04748,15.67135,15.4248,0.05330736
19.47995,18.33195,17.8382,17.54281,17.37165,0.05411995
19.52953,17.4015,16.41828,15.9281,15.54064,0.05899673
18.04996,16.11792,15.21957,14.80092,14.47296,0.05508721
19.51697,18.10255,17.40527,17.03899,16.81145,0.05444937
19.81854,18.42427,17.6455,17.22017,16.91132,0.0876767
19.96589,17.50174,16.45052,15.94928,15.62667,0.08736297
18.66151,17.22508,16.48779,16.02192,15.75134,0.08317864
19.77616,17.86289,17.0855,16.68525,16.40672,0.04939391
19.29469,17.83883,17.14922,16.78341,16.54146,0.05420853
18.88408,17.3085,16.48584,15.99301,15.6304,0.054143
18.27857,17.07846,16.61279,16.31069,16.14103,0.05430887
18.7221,16.61429,15.62002,15.13855,14.78663,0.07686184
20.04803,17.66465,16.99499,16.59396,16.34802,0.06977231
19.37091,18.29671,17.84187,17.55155,17.25506,0.08691495
